,충전소명,휴점일,이용가능시작시각,이용가능종료시각,완속충전기대수,급속충전기대수,주차료부과여부,관리업체명,관리업체전화번호,경도,위도,V2G충전기대수
462,세인트존스베리아카데미 제주(St. Johnsbury Academy Jeju),고객외 이용불가,00:00,23:59,10,0,N,KT,1522-0123,126.2843115,33.2852936,0
463,제이라움,연중무휴,00:00,23:59,2,0,N,대영채비,1522-2573,126.1904548,33.2564363,0
464,신도1리마을회,연중무휴,00:00,23:59,2,0,N,KT,1522-0123,126.1917502,33.278433,0
465,대정문화체육센터,연중무휴,00:00,23:59,0,3,N,환경부(한국자동차환경협회),1661-9408,126.2355124,33.26392712,0
466,제이앤클로이,연중무휴,00:00,23:59,2,0,N,대영채비,1522-2573,126.1889147,33.25726656,0
467,송악산 공영주차장,연중무휴,00:00,23:59,0,2,N,제주특별자치도,1899-8852,126.2867586,33.2059597,0
468,상모1리마을회,연중무휴,00:00,23:59,2,0,N,지엔텔,1544-4279,126.2694199,33.22637183,0
469,서림교회,연중무휴,00:00,23:59,2,0,N,파워큐브코리아,1833-8017,126.2255605,33.24622627,0
470,무릉문화의집,연중무휴,00:00,23:59,1,0,N,제주특별자치도,1899-8852,126.1989574,33.2734542,0
471,무릉문화의집,연중무휴,00:00,23:59,0,1,N,환경부(한국자동차환경협회),1661-9408,126.1989574,33.2734542,0
472,마라도 가는 여객선,연중무휴,00:00,23:59,0,1,N,한국전력,1899-2100,126.2905823,33.20739732,0
473,서귀포시서부종합사회복지관,연중무휴,00:00,23:59,0,2,N,제주특별자치도,1899-8852,126.2478797,33.22390252,0
474,대한예수교장로회모슬포제일교회,연중무휴,00:00,23:59,1,0,N,지엔텔,1544-4279,126.2498633,33.22125293,0
475,대정농협 하나로마트,연중무휴,00:00,23:59,0,3,N,제주전기자동차서비스,1670-2690,126.2641991,33.23404408,0
476,대정농공단지,연중무휴,00:00,23:59,0,1,N,제주특별자치도,1899-8852,126.2278396,33.25676783,0
477,보성리사무소,연중무휴,00:00,23:59,0,2,N,제주특별자치도,1899-8852,126.2731037,33.25116938,1
478,서귀포향토오일장,연중무휴,00:00,23:59,0,2,N,한국전력,1899-2100,126.5736531,33.26698899,0
479,서귀포시 중앙교회,연중무휴,00:00,23:59,0,2,N,제주특별자치도,1899-8852,126.5688708,33.27306029,0
480,아시아CGI애니메이션센터,연중무휴,00:00,23:59,0,2,N,환경부(한국자동차환경협회),1661-9408,126.5673616,33.2525989,0
481,빅타이어서귀포점,연중무휴,00:00,23:59,2,0,N,파워큐브코리아,1833-8017,126.5723541,33.25779874,1
482,강정크루즈터미널,연중무휴,00:00,23:59,0,2,N,환경부(한국자동차환경협회),1661-9408,126.4784679,33.22903918,0
483,루체클래식아파트,연중무휴,00:00,23:59,2,,N,제주전기자동차서비스,1670-2690,126.5104442,33.23868673,1
484,호텔아루미,연중무휴,00:00,23:59,2,0,N,대영채비,1522-2573,126.4139621,33.25857411,0
485,위미농협,연중무휴,00:00,23:59,1,1,N,한국전기차충전서비스,1522-1782,126.6608179,33.2745832,0
486,비전교회,연중무휴,00:00,23:59,2,0,N,파워큐브코리아,1833-8017,126.5208178,33.50748995,0
487,김경희부동산,연중무휴,00:00,23:59,2,0,N,파워큐브코리아,1833-8017,126.5052576,33.49952003,0
488,제주특별자치도개발공사 임시사무연구동,충전기 운영 휴무일 없음,00:00,24:00,2,0,N,제주특별자치도개발공사,064-780-3383,126.5714509,33.44233843,0
489,구억리마을회,연중무휴,00:00,23:59,1,0,N,KT,1522-0123,126.2791538,33.2728481,0
490,영농조합법인 서귀포 한라,고객외 이용불가,00:00,23:59,2,0,N,한국전기차충전서비스,1522-1782,126.5990713,33.30018851,0
491,제스코마트 서귀포점,연중무휴,00:00,23:59,0,2,N,환경부(한국자동차환경협회),1661-9408,126.595773,33.26291899,0
492,오아시스휴양펜션,연중무휴,00:00,23:59,2,0,N,지엔텔,1544-4279,126.5992505,33.26663774,0
493,중문관광단지,연중무휴,00:00,23:59,0,5,N,환경부(한국자동차환경협회),1661-9408,126.4111118,33.2814107,0
494,중문리조트,고객외 이용불가,00:00,23:59,1,0,N,제주전기자동차서비스,1670-2690,126.4156439,33.262578,0
495,호텔더본제주,연중무휴,00:00,23:59,4,0,N,KT,1522-0123,126.4064992,33.2595341,0
496,중앙공영주차장,연중무휴,00:00,23:59,0,2,Y,제주특별자치도,1899-8852,126.5599672,33.2499207,0
497,중앙공영주차장,연중무휴,00:00,23:59,0,3,Y,환경부(한국자동차환경협회),1661-9408,126.5599672,33.2499207,0
498,천지공영주차장,연중무휴,00:00,23:59,1,1,N,한국전기차충전서비스,1522-1782,126.5594295,33.2515976,0
499,아랑조을거리 공영주차장,연중무휴,00:00,23:59,0,1,N,환경부(한국자동차환경협회),1661-9408,126.5603076,33.2477823,0
500,신평리마을회,고객외 이용불가,00:00,23:59,1,0,N,KT,1522-0123,126.2591074,33.2653436,0
